Date,Country,JCVIPriorityGroup,Population,PopulationQF,Dose,CumulativeNumberVaccinated,CumulativePercentCoverage,CumulativePercentCoverageQF,AgeBand
20210329,S92000003,6 - 16 to 64 year olds with underlying health conditions,763735,,Dose 1,638096,83.5493986788611,,All vaccinations
20210329,S92000003,6 - 16 to 64 year olds with underlying health conditions,763735,,Dose 2,51569,6.75221117272352,,All vaccinations
20210329,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,103649,,z,All vaccinations
20210329,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,2020,,z,All vaccinations
20210330,S92000003,1 - All Care Home Residents,,:,Dose 1,34022,,z,All vaccinations
20210330,S92000003,1 - All Care Home Residents,,:,Dose 2,28458,,z,All vaccinations
20210330,S92000003,1 - Care Home Residents - Older Adults,28308,,Dose 1,27355,96.6334605058641,,All vaccinations
20210330,S92000003,1 - Care Home Residents - Older Adults,28308,,Dose 2,24559,86.7563939522396,,All vaccinations
20210330,S92000003,1 - Care Home Staff,50000,,Dose 1,51109,102.218,,All vaccinations
20210330,S92000003,1 - Care Home Staff,50000,,Dose 2,40847,81.694,,All vaccinations
20210330,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,338752,,z,All vaccinations
20210330,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,210893,,z,All vaccinations
20210330,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,93380,88.923170685255,,All vaccinations
20210330,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,71797,68.370281491639,,All vaccinations
20210330,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,93394,79.170940533209,,All vaccinations
20210330,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,55390,46.9546051795024,,All vaccinations
20210330,S92000003,4 - Clinically Extremely Vulnerable,182277,,Dose 1,170250,93.4018005562962,,All vaccinations
20210330,S92000003,4 - Clinically Extremely Vulnerable,182277,,Dose 2,16712,9.16846338265387,,All vaccinations
20210330,S92000003,6 - 16 to 64 year olds with underlying health conditions,763735,,Dose 1,640846,83.9094712171106,,All vaccinations
20210330,S92000003,6 - 16 to 64 year olds with underlying health conditions,763735,,Dose 2,53731,7.03529365552188,,All vaccinations
20210330,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,108027,,z,All vaccinations
20210330,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,2150,,z,All vaccinations
20210331,S92000003,1 - All Care Home Residents,,:,Dose 1,34131,,z,All vaccinations
20210331,S92000003,1 - All Care Home Residents,,:,Dose 2,28597,,z,All vaccinations
20210331,S92000003,1 - Care Home Residents - Older Adults,28144,,Dose 1,27207,96.6706935758954,,All vaccinations
20210331,S92000003,1 - Care Home Residents - Older Adults,28144,,Dose 2,24520,87.1233655486072,,All vaccinations
20210331,S92000003,1 - Care Home Staff,50000,,Dose 1,51252,102.504,,All vaccinations
20210331,S92000003,1 - Care Home Staff,50000,,Dose 2,41292,82.584,,All vaccinations
20210331,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,340660,,z,All vaccinations
20210331,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,219553,,z,All vaccinations
20210331,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,93499,89.0364910676875,,All vaccinations
20210331,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,73219,69.7244124481012,,All vaccinations
20210331,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,93676,79.4099944898911,,All vaccinations
20210331,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,57529,48.7678548722079,,All vaccinations
20210331,S92000003,4 - Clinically Extremely Vulnerable,181980,,Dose 1,170204,93.5289592262886,,All vaccinations
20210331,S92000003,4 - Clinically Extremely Vulnerable,181980,,Dose 2,21320,11.7155731399055,,All vaccinations
20210331,S92000003,6 - 16 to 64 year olds with underlying health conditions,763579,,Dose 1,644170,84.3619324261144,,All vaccinations
20210331,S92000003,6 - 16 to 64 year olds with underlying health conditions,763579,,Dose 2,56594,7.41167580564683,,All vaccinations
20210331,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,115269,,z,All vaccinations
20210331,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,2338,,z,All vaccinations
20210405,S92000003,1 - All Care Home Residents,,:,Dose 1,34222,,z,All vaccinations
20210405,S92000003,1 - All Care Home Residents,,:,Dose 2,28781,,z,All vaccinations
20210405,S92000003,1 - Care Home Residents - Older Adults,28144,,Dose 1,27219,96.71333144,,All vaccinations
20210405,S92000003,1 - Care Home Residents - Older Adults,28144,,Dose 2,24628,87.50710631,,All vaccinations
20210405,S92000003,1 - Care Home Staff,50000,,Dose 1,51685,103.37,,All vaccinations
20210405,S92000003,1 - Care Home Staff,50000,,Dose 2,42697,85.394,,All vaccinations
20210405,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,344578,,z,All vaccinations
20210405,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,239685,,z,All vaccinations
20210405,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,93831,89.35264541,,All vaccinations
20210405,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,76183,72.54694702,,All vaccinations
20210405,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,94297,79.93642182,,All vaccinations
20210405,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,63229,53.59979655,,All vaccinations
20210405,S92000003,4 - Clinically Extremely Vulnerable,181980,,Dose 1,170484,93.68282229,,All vaccinations
20210405,S92000003,4 - Clinically Extremely Vulnerable,181980,,Dose 2,27844,15.30058248,,All vaccinations
20210405,S92000003,6 - 16 to 64 year olds with underlying health conditions,763579,,Dose 1,650108,85.13958608,,All vaccinations
20210405,S92000003,6 - 16 to 64 year olds with underlying health conditions,763579,,Dose 2,64194,8.406988668,,All vaccinations
20210405,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,131669,,z,All vaccinations
20210405,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,2954,,z,All vaccinations
20210406,S92000003,1 - All Care Home Residents,,:,Dose 1,34251,,z,All vaccinations
20210406,S92000003,1 - All Care Home Residents,,:,Dose 2,28859,,z,All vaccinations
20210406,S92000003,1 - Care Home Residents - Older Adults,28144,,Dose 1,27220,96.716884593519,,All vaccinations
20210406,S92000003,1 - Care Home Residents - Older Adults,28144,,Dose 2,24677,87.6812109152928,,All vaccinations
20210406,S92000003,1 - Care Home Staff,50000,,Dose 1,51771,103.542,,All vaccinations
20210406,S92000003,1 - Care Home Staff,50000,,Dose 2,43013,86.026,,All vaccinations
20210406,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,345824,,z,All vaccinations
20210406,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,245573,,z,All vaccinations
20210406,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,93914,89.4316839980193,,All vaccinations
20210406,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,76933,73.2611511065402,,All vaccinations
20210406,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,94424,80.0440808714449,,All vaccinations
20210406,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,64557,54.7255541898021,,All vaccinations
20210406,S92000003,4 - Clinically Extremely Vulnerable,181980,,Dose 1,170535,93.7108473458622,,All vaccinations
20210406,S92000003,4 - Clinically Extremely Vulnerable,181980,,Dose 2,29189,16.0396746895263,,All vaccinations
20210406,S92000003,6 - 16 to 64 year olds with underlying health conditions,763579,,Dose 1,651058,85.2640001885856,,All vaccinations
20210406,S92000003,6 - 16 to 64 year olds with underlying health conditions,763579,,Dose 2,65954,8.63748217276798,,All vaccinations
20210406,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,137644,,z,All vaccinations
20210406,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,3082,,z,All vaccinations
20210407,S92000003,1 - All Care Home Residents,,:,Dose 1,34280,,z,All vaccinations
20210407,S92000003,1 - All Care Home Residents,,:,Dose 2,28901,,z,All vaccinations
20210407,S92000003,1 - Care Home Residents - Older Adults,28144,,Dose 1,27222,96.7239909039227,,All vaccinations
20210407,S92000003,1 - Care Home Residents - Older Adults,28144,,Dose 2,24705,87.7806992609437,,All vaccinations
20210407,S92000003,1 - Care Home Staff,50000,,Dose 1,51855,103.71,,All vaccinations
20210407,S92000003,1 - Care Home Staff,50000,,Dose 2,43290,86.58,,All vaccinations
20210407,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,347022,,z,All vaccinations
20210407,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,251387,,z,All vaccinations
20210407,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,94009,89.522149849541,,All vaccinations
20210407,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,77693,73.984877918714,,All vaccinations
20210407,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,94546,80.1475013775272,,All vaccinations
20210407,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,65940,55.8979358284237,,All vaccinations
20210407,S92000003,4 - Clinically Extremely Vulnerable,181980,,Dose 1,170581,93.7361248488845,,All vaccinations
20210407,S92000003,4 - Clinically Extremely Vulnerable,181980,,Dose 2,31332,17.2172766238048,,All vaccinations
20210407,S92000003,6 - 16 to 64 year olds with underlying health conditions,763579,,Dose 1,651678,85.3451967641855,,All vaccinations
20210407,S92000003,6 - 16 to 64 year olds with underlying health conditions,763579,,Dose 2,67800,8.87923842850576,,All vaccinations
20210407,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,141724,,z,All vaccinations
20210407,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,3204,,z,All vaccinations
20210408,S92000003,1 - All Care Home Residents,,:,Dose 1,34338,,z,All vaccinations
20210408,S92000003,1 - All Care Home Residents,,:,Dose 2,29024,,z,All vaccinations
20210408,S92000003,1 - Care Home Residents - Older Adults,27986,,Dose 1,27073,96.7376545415565,,All vaccinations
20210408,S92000003,1 - Care Home Residents - Older Adults,27986,,Dose 2,24655,88.0976202386908,,All vaccinations
20210408,S92000003,1 - Care Home Staff,50000,,Dose 1,51924,103.848,,All vaccinations
20210408,S92000003,1 - Care Home Staff,50000,,Dose 2,43532,87.064,,All vaccinations
20210408,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,347995,,z,All vaccinations
20210408,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,256005,,z,All vaccinations
20210408,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,94101,89.6097588846989,,All vaccinations
20210408,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,78360,74.6200434236087,,All vaccinations
20210408,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,94673,80.2551604289408,,All vaccinations
20210408,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,67013,56.8075276565083,,All vaccinations
20210408,S92000003,4 - Clinically Extremely Vulnerable,181722,,Dose 1,170434,93.7883140181156,,All vaccinations
20210408,S92000003,4 - Clinically Extremely Vulnerable,181722,,Dose 2,33890,18.6493655143571,,All vaccinations
20210408,S92000003,6 - 16 to 64 year olds with underlying health conditions,763457,,Dose 1,652305,85.440961311508,,All vaccinations
20210408,S92000003,6 - 16 to 64 year olds with underlying health conditions,763457,,Dose 2,69465,9.09874426457548,,All vaccinations
20210408,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,145456,,z,All vaccinations
20210408,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,3324,,z,All vaccinations
20210409,S92000003,1 - All Care Home Residents,,:,Dose 1,34331,,z,All vaccinations
20210409,S92000003,1 - All Care Home Residents,,:,Dose 2,29132,,z,All vaccinations
20210409,S92000003,1 - Care Home Residents - Older Adults,27986,,Dose 1,27076,96.7483741870935,,All vaccinations
20210409,S92000003,1 - Care Home Residents - Older Adults,27986,,Dose 2,24749,88.4335024655185,,All vaccinations
20210409,S92000003,1 - Care Home Staff,50000,,Dose 1,51982,103.964,,All vaccinations
20210409,S92000003,1 - Care Home Staff,50000,,Dose 2,43856,87.712,,All vaccinations
20210409,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,347920,,z,All vaccinations
20210409,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,262151,,z,All vaccinations
20210409,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,94233,89.735458804708,,All vaccinations
20210409,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,79566,75.7684836018741,,All vaccinations
20210409,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,94902,80.4492858051117,,All vaccinations
20210409,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,68326,57.9205696604925,,All vaccinations
20210409,S92000003,4 - Clinically Extremely Vulnerable,181722,,Dose 1,170553,93.8537986594909,,All vaccinations
20210409,S92000003,4 - Clinically Extremely Vulnerable,181722,,Dose 2,37109,20.4207525781138,,All vaccinations
20210409,S92000003,6 - 16 to 64 year olds with underlying health conditions,763457,,Dose 1,653299,85.5711585590282,,All vaccinations
20210409,S92000003,6 - 16 to 64 year olds with underlying health conditions,763457,,Dose 2,72056,9.43812159689413,,All vaccinations
20210409,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,152679,,z,All vaccinations
20210409,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,3505,,z,All vaccinations
20210410,S92000003,1 - All Care Home Residents,,:,Dose 1,34345,,z,All vaccinations
20210410,S92000003,1 - All Care Home Residents,,:,Dose 2,29196,,z,All vaccinations
20210410,S92000003,1 - Care Home Residents - Older Adults,27986,,Dose 1,27079,96.7590938326306,,All vaccinations
20210410,S92000003,1 - Care Home Residents - Older Adults,27986,,Dose 2,24809,88.6478953762596,,All vaccinations
20210410,S92000003,1 - Care Home Staff,50000,,Dose 1,52064,104.128,,All vaccinations
20210410,S92000003,1 - Care Home Staff,50000,,Dose 2,44076,88.152,,All vaccinations
20210410,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,348664,,z,All vaccinations
20210410,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,264257,,z,All vaccinations
20210410,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,94333,89.8306860168362,,All vaccinations
20210410,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,79770,75.9627471146155,,All vaccinations
20210410,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,95065,80.5874623829102,,All vaccinations
20210410,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,68819,58.338490230153,,All vaccinations
20210410,S92000003,4 - Clinically Extremely Vulnerable,181722,,Dose 1,170604,93.8818635057946,,All vaccinations
20210410,S92000003,4 - Clinically Extremely Vulnerable,181722,,Dose 2,39880,21.9456092272812,,All vaccinations
20210410,S92000003,6 - 16 to 64 year olds with underlying health conditions,763457,,Dose 1,653943,85.6555117053089,,All vaccinations
20210410,S92000003,6 - 16 to 64 year olds with underlying health conditions,763457,,Dose 2,73578,9.63747794571272,,All vaccinations
20210410,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 1,156482,,z,All vaccinations
20210410,S92000003,6 - Unpaid Carers aged 16 and over,,:,Dose 2,3629,,z,All vaccinations
20210411,S92000003,1 - All Care Home Residents,,:,Dose 1,34353,,z,All vaccinations
20210411,S92000003,1 - All Care Home Residents,,:,Dose 2,29213,,z,All vaccinations
20210411,S92000003,1 - Care Home Residents - Older Adults,27986,,Dose 1,27080,96.7626670478096,,All vaccinations
20210411,S92000003,1 - Care Home Residents - Older Adults,27986,,Dose 2,24820,88.6872007432288,,All vaccinations
20210411,S92000003,1 - Care Home Staff,50000,,Dose 1,52107,104.214,,All vaccinations
20210411,S92000003,1 - Care Home Staff,50000,,Dose 2,44177,88.354,,All vaccinations
20210411,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,350064,,z,All vaccinations
20210411,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,267634,,z,All vaccinations
20210411,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,94382,89.877347350779,,All vaccinations
20210411,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,80052,76.2312878528168,,All vaccinations
20210411,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,95158,80.6662993260713,,All vaccinations
20210411,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,69183,58.6470563302675,,All vaccinations
20210411,S92000003,4 - Clinically Extremely Vulnerable,181722,,Dose 1,170639,93.9011236944343,,All vaccinations
